14028S_operons	D23580_operons	LT2_operons	SL1344_operons	ST4-74_operons
14028S---operon_2579	D23580---operon_1234	LT2---operon_2502	SL1344---operon_1027	ST4-74---operon_2282
14028S---operon_766	D23580---operon_797	LT2---operon_787	SL1344---operon_761	ST4-74---operon_809
14028S---operon_2472	D23580---operon_1398	LT2---operon_2515	SL1344---operon_2040	ST4-74---operon_1474
14028S---operon_607	D23580---operon_633	LT2---operon_630	SL1344---operon_612	ST4-74---operon_643
14028S---operon_2270	D23580---operon_1878	LT2---operon_1136	SL1344---operon_1484	ST4-74---operon_1780
14028S---operon_1516	D23580---operon_1545	LT2---operon_1315	SL1344---operon_2387	ST4-74---operon_1687
14028S---operon_84	D23580---operon_100	LT2---operon_86	SL1344---operon_85	ST4-74---operon_92
14028S---operon_2068	D23580---operon_1547	LT2---operon_1239	SL1344---operon_3001	ST4-74---operon_2666
14028S---operon_2655	D23580---operon_1171	LT2---operon_1399	SL1344---operon_2618	ST4-74---operon_1705
14028S---operon_1601	D23580---operon_1179	LT2---operon_1950	SL1344---operon_1089	ST4-74---operon_2512
14028S---operon_683	D23580---operon_708	LT2---operon_699	SL1344---operon_685	ST4-74---operon_717
14028S---operon_178	D23580---operon_188	LT2---operon_176	SL1344---operon_174	ST4-74---operon_183
14028S---operon_776	D23580---operon_807	LT2---operon_796	SL1344---operon_771	ST4-74---operon_820
14028S---operon_780	D23580---operon_811	LT2---operon_800	SL1344---operon_775	ST4-74---operon_825
14028S---operon_246	D23580---operon_248	LT2---operon_241	SL1344---operon_246	ST4-74---operon_258
14028S---operon_1943	D23580---operon_2640	LT2---operon_1180	SL1344---operon_1598	ST4-74---operon_2293
14028S---operon_2249	D23580---operon_2371	LT2---operon_935	SL1344---operon_2858	ST4-74---operon_902
14028S---operon_2886	D23580---operon_1526	LT2---operon_2470	SL1344---operon_3003	ST4-74---operon_1727
14028S---operon_990	D23580---operon_1933	LT2---operon_2670	SL1344---operon_1493	ST4-74---operon_969
14028S---operon_1650	D23580---operon_2297	LT2---operon_2393	SL1344---operon_903	ST4-74---operon_1237
14028S---operon_1645	D23580---operon_1966	LT2---operon_1870	SL1344---operon_2334	ST4-74---operon_1014
14028S---operon_2253	D23580---operon_1378	LT2---operon_1126	SL1344---operon_978	ST4-74---operon_1686
14028S---operon_2255	D23580---operon_2523	LT2---operon_953	SL1344---operon_1850	ST4-74---operon_1876
14028S---operon_974	D23580---operon_1787	LT2---operon_2211	SL1344---operon_1883	ST4-74---operon_1506
14028S---operon_1165	D23580---operon_1045	LT2---operon_1020	SL1344---operon_1334	ST4-74---operon_1269
14028S---operon_1135	D23580---operon_1436	LT2---operon_1625	SL1344---operon_2510	ST4-74---operon_1059
14028S---operon_2904	D23580---operon_2576	LT2---operon_1973	SL1344---operon_1296	ST4-74---operon_924
14028S---operon_2136	D23580---operon_2339	LT2---operon_1820	SL1344---operon_2411	ST4-74---operon_1029
14028S---operon_2744	D23580---operon_2386	LT2---operon_1889	SL1344---operon_2471	ST4-74---operon_1216
14028S---operon_2495	D23580---operon_1145	LT2---operon_1942	SL1344---operon_834	ST4-74---operon_2182
14028S---operon_2358	D23580---operon_2172	LT2---operon_1821	SL1344---operon_2468	ST4-74---operon_2319
14028S---operon_2562	D23580---operon_1867	LT2---operon_2120	SL1344---operon_1154	ST4-74---operon_2604
14028S---operon_894	D23580---operon_2390	LT2---operon_1732	SL1344---operon_2364	ST4-74---operon_1057
14028S---operon_1321	D23580---operon_2506	LT2---operon_2077	SL1344---operon_2792	ST4-74---operon_1594
14028S---operon_57	D23580---operon_69	LT2---operon_58	SL1344---operon_56	ST4-74---operon_60
14028S---operon_2621	D23580---operon_1809	LT2---operon_1863	SL1344---operon_2056	ST4-74---operon_2523
14028S---operon_2787	D23580---operon_1320	LT2---operon_1554	SL1344---operon_1624	ST4-74---operon_2099
14028S---operon_2118	D23580---operon_872	LT2---operon_2593	SL1344---operon_1254	ST4-74---operon_2042
14028S---operon_455	D23580---operon_476	LT2---operon_467	SL1344---operon_453	ST4-74---operon_481
14028S---operon_732	D23580---operon_760	LT2---operon_748	SL1344---operon_730	ST4-74---operon_769
14028S---operon_1931	D23580---operon_1885	LT2---operon_1826	SL1344---operon_2356	ST4-74---operon_1717
14028S---operon_1972	D23580---operon_2637	LT2---operon_2305	SL1344---operon_1547	ST4-74---operon_1593
14028S---operon_148	D23580---operon_154	LT2---operon_143	SL1344---operon_142	ST4-74---operon_150
14028S---operon_1217	D23580---operon_899	LT2---operon_1361	SL1344---operon_2660	ST4-74---operon_2441
14028S---operon_962	D23580---operon_2269	LT2---operon_2482	SL1344---operon_1875	ST4-74---operon_2635
14028S---operon_1581	D23580---operon_2437	LT2---operon_891	SL1344---operon_1516	ST4-74---operon_1017
14028S---operon_2701	D23580---operon_2673	LT2---operon_1571	SL1344---operon_2115	ST4-74---operon_2564
14028S---operon_2202	D23580---operon_1497	LT2---operon_1723	SL1344---operon_1619	ST4-74---operon_1509
14028S---operon_2004	D23580---operon_2197	LT2---operon_1044	SL1344---operon_2009	ST4-74---operon_1172
14028S---operon_2833	D23580---operon_2773	LT2---operon_1429	SL1344---operon_1483	ST4-74---operon_2562
14028S---operon_1822	D23580---operon_2119	LT2---operon_1395	SL1344---operon_1066	ST4-74---operon_1486
14028S---operon_2389	D23580---operon_2639	LT2---operon_1503	SL1344---operon_2041	ST4-74---operon_2105
14028S---operon_1703	D23580---operon_2027	LT2---operon_2508	SL1344---operon_2480	ST4-74---operon_2350
14028S---operon_1731	D23580---operon_1970	LT2---operon_2445	SL1344---operon_2093	ST4-74---operon_2150
14028S---operon_1232	D23580---operon_1973	LT2---operon_884	SL1344---operon_2827	ST4-74---operon_2331
14028S---operon_1122	D23580---operon_2589	LT2---operon_1766	SL1344---operon_2557	ST4-74---operon_1267
14028S---operon_752	D23580---operon_782	LT2---operon_772	SL1344---operon_748	ST4-74---operon_794
14028S---operon_2524	D23580---operon_934	LT2---operon_2060	SL1344---operon_1684	ST4-74---operon_1415
14028S---operon_2280	D23580---operon_1083	LT2---operon_1516	SL1344---operon_1101	ST4-74---operon_2597
14028S---operon_2461	D23580---operon_1853	LT2---operon_1906	SL1344---operon_2560	ST4-74---operon_2136
14028S---operon_2130	D23580---operon_2478	LT2---operon_1767	SL1344---operon_1950	ST4-74---operon_2189
14028S---operon_667	D23580---operon_697	LT2---operon_687	SL1344---operon_670	ST4-74---operon_702
14028S---operon_2873	D23580---operon_1650	LT2---operon_1190	SL1344---operon_1579	ST4-74---operon_2619
14028S---operon_2896	D23580---operon_1975	LT2---operon_2690	SL1344---operon_2383	ST4-74---operon_898
14028S---operon_1156	D23580---operon_1338	LT2---operon_2102	SL1344---operon_1561	ST4-74---operon_2008
14028S---operon_2720	D23580---operon_1506	LT2---operon_1831	SL1344---operon_2400	ST4-74---operon_2642
14028S---operon_1925	D23580---operon_2004	LT2---operon_943	SL1344---operon_942	ST4-74---operon_1880
14028S---operon_833	D23580---operon_2052	LT2---operon_2186	SL1344---operon_2090	ST4-74---operon_1450
14028S---operon_231	D23580---operon_233	LT2---operon_224	SL1344---operon_229	ST4-74---operon_240
14028S---operon_849	D23580---operon_2383	LT2---operon_1193	SL1344---operon_1853	ST4-74---operon_1875
14028S---operon_733	D23580---operon_761	LT2---operon_749	SL1344---operon_732	ST4-74---operon_771
14028S---operon_1202	D23580---operon_2288	LT2---operon_2043	SL1344---operon_2146	ST4-74---operon_1027
14028S---operon_846	D23580---operon_1641	LT2---operon_2002	SL1344---operon_2172	ST4-74---operon_2650
14028S---operon_2484	D23580---operon_2448	LT2---operon_1693	SL1344---operon_1965	ST4-74---operon_2624
14028S---operon_1589	D23580---operon_2793	LT2---operon_1214	SL1344---operon_979	ST4-74---operon_2000
14028S---operon_2298	D23580---operon_1479	LT2---operon_1135	SL1344---operon_840	ST4-74---operon_1381
14028S---operon_1381	D23580---operon_1263	LT2---operon_1052	SL1344---operon_2372	ST4-74---operon_1907
14028S---operon_1584	D23580---operon_1409	LT2---operon_1170	SL1344---operon_940	ST4-74---operon_1974
14028S---operon_2060	D23580---operon_2574	LT2---operon_894	SL1344---operon_1037	ST4-74---operon_2113
14028S---operon_2829	D23580---operon_1876	LT2---operon_2339	SL1344---operon_1365	ST4-74---operon_2303
14028S---operon_1441	D23580---operon_2108	LT2---operon_2313	SL1344---operon_2719	ST4-74---operon_2384
14028S---operon_1403	D23580---operon_2653	LT2---operon_993	SL1344---operon_2777	ST4-74---operon_1844
14028S---operon_263	D23580---operon_267	LT2---operon_260	SL1344---operon_264	ST4-74---operon_277
14028S---operon_1594	D23580---operon_1712	LT2---operon_2125	SL1344---operon_1859	ST4-74---operon_940
14028S---operon_2493	D23580---operon_1185	LT2---operon_1144	SL1344---operon_1172	ST4-74---operon_2345
14028S---operon_2116	D23580---operon_2751	LT2---operon_1517	SL1344---operon_1132	ST4-74---operon_1580
14028S---operon_1341	D23580---operon_1520	LT2---operon_2513	SL1344---operon_1772	ST4-74---operon_1447
14028S---operon_173	D23580---operon_182	LT2---operon_171	SL1344---operon_168	ST4-74---operon_179
14028S---operon_1392	D23580---operon_1734	LT2---operon_1682	SL1344---operon_2580	ST4-74---operon_1804
14028S---operon_1923	D23580---operon_1028	LT2---operon_2160	SL1344---operon_1114	ST4-74---operon_1632
14028S---operon_2919	D23580---operon_2584	LT2---operon_2207	SL1344---operon_902	ST4-74---operon_2361
14028S---operon_2725	D23580---operon_1164	LT2---operon_2217	SL1344---operon_2107	ST4-74---operon_1935
14028S---operon_2912	D23580---operon_2421	LT2---operon_2379	SL1344---operon_2760	ST4-74---operon_1163
14028S---operon_910	D23580---operon_1812	LT2---operon_2265	SL1344---operon_1131	ST4-74---operon_2408
14028S---operon_100	D23580---operon_114	LT2---operon_107	SL1344---operon_102	ST4-74---operon_108
14028S---operon_15	D23580---operon_24	LT2---operon_21	SL1344---operon_18	ST4-74---operon_20
14028S---operon_2630	D23580---operon_1422	LT2---operon_2251	SL1344---operon_2786	ST4-74---operon_1528
14028S---operon_2684	D23580---operon_1649	LT2---operon_2600	SL1344---operon_2455	ST4-74---operon_1796
14028S---operon_1533	D23580---operon_1037	LT2---operon_841	SL1344---operon_1777	ST4-74---operon_1800
14028S---operon_2800	D23580---operon_2564	LT2---operon_2462	SL1344---operon_2734	ST4-74---operon_2693
14028S---operon_426	D23580---operon_447	LT2---operon_433	SL1344---operon_424	ST4-74---operon_449
14028S---operon_2070	D23580---operon_1557	LT2---operon_865	SL1344---operon_819	ST4-74---operon_1331
14028S---operon_1055	D23580---operon_1329	LT2---operon_2259	SL1344---operon_2343	ST4-74---operon_1661
14028S---operon_1069	D23580---operon_1240	LT2---operon_2350	SL1344---operon_1155	ST4-74---operon_1456
14028S---operon_2573	D23580---operon_2279	LT2---operon_1249	SL1344---operon_1384	ST4-74---operon_2286
14028S---operon_909	D23580---operon_2079	LT2---operon_2149	SL1344---operon_2048	ST4-74---operon_2201
14028S---operon_1890	D23580---operon_1081	LT2---operon_1745	SL1344---operon_835	ST4-74---operon_2322
14028S---operon_1042	D23580---operon_1473	LT2---operon_2723	SL1344---operon_2602	ST4-74---operon_1193
14028S---operon_1519	D23580---operon_1862	LT2---operon_1045	SL1344---operon_2111	ST4-74---operon_2454
14028S---operon_1188	D23580---operon_2446	LT2---operon_1464	SL1344---operon_2206	ST4-74---operon_2255
14028S---operon_1454	D23580---operon_1735	LT2---operon_2228	SL1344---operon_1520	ST4-74---operon_2289
14028S---operon_2476	D23580---operon_1209	LT2---operon_1156	SL1344---operon_2182	ST4-74---operon_1596
14028S---operon_2133	D23580---operon_859	LT2---operon_1041	SL1344---operon_922	ST4-74---operon_1639
14028S---operon_2011	D23580---operon_2060	LT2---operon_2492	SL1344---operon_2194	ST4-74---operon_995
14028S---operon_1098	D23580---operon_1336	LT2---operon_1415	SL1344---operon_1003	ST4-74---operon_1261
14028S---operon_1433	D23580---operon_2028	LT2---operon_2499	SL1344---operon_2672	ST4-74---operon_2193
14028S---operon_2542	D23580---operon_1640	LT2---operon_2665	SL1344---operon_2582	ST4-74---operon_1886
14028S---operon_2278	D23580---operon_2111	LT2---operon_1785	SL1344---operon_2323	ST4-74---operon_2339
14028S---operon_2129	D23580---operon_1928	LT2---operon_2227	SL1344---operon_1865	ST4-74---operon_2722
14028S---operon_1068	D23580---operon_2609	LT2---operon_1339	SL1344---operon_2926	ST4-74---operon_1179
14028S---operon_1619	D23580---operon_2672	LT2---operon_918	SL1344---operon_2449	ST4-74---operon_1910
14028S---operon_1307	D23580---operon_2264	LT2---operon_2714	SL1344---operon_2330	ST4-74---operon_1498
14028S---operon_1654	D23580---operon_1614	LT2---operon_1007	SL1344---operon_2341	ST4-74---operon_1868
14028S---operon_386	D23580---operon_403	LT2---operon_391	SL1344---operon_388	ST4-74---operon_406
14028S---operon_1466	D23580---operon_1254	LT2---operon_1849	SL1344---operon_1094	ST4-74---operon_2379
14028S---operon_210	D23580---operon_214	LT2---operon_205	SL1344---operon_205	ST4-74---operon_214
14028S---operon_2422	D23580---operon_1597	LT2---operon_1013	SL1344---operon_2679	ST4-74---operon_2082
14028S---operon_1249	D23580---operon_2263	LT2---operon_2469	SL1344---operon_801	ST4-74---operon_1364
14028S---operon_1881	D23580---operon_2454	LT2---operon_1245	SL1344---operon_1576	ST4-74---operon_2543
14028S---operon_1377	D23580---operon_2169	LT2---operon_851	SL1344---operon_2759	ST4-74---operon_2569
14028S---operon_734	D23580---operon_762	LT2---operon_750	SL1344---operon_733	ST4-74---operon_772
14028S---operon_1791	D23580---operon_1401	LT2---operon_2108	SL1344---operon_1152	ST4-74---operon_1004
14028S---operon_1759	D23580---operon_2625	LT2---operon_1787	SL1344---operon_2282	ST4-74---operon_1063
14028S---operon_2603	D23580---operon_2290	LT2---operon_2581	SL1344---operon_2204	ST4-74---operon_1541
14028S---operon_2103	D23580---operon_1937	LT2---operon_2598	SL1344---operon_1412	ST4-74---operon_1923
14028S---operon_869	D23580---operon_1567	LT2---operon_1260	SL1344---operon_917	ST4-74---operon_1592
14028S---operon_2261	D23580---operon_2416	LT2---operon_2624	SL1344---operon_1235	ST4-74---operon_2483
14028S---operon_2728	D23580---operon_2331	LT2---operon_1565	SL1344---operon_1309	ST4-74---operon_2493
14028S---operon_2217	D23580---operon_1720	LT2---operon_1875	SL1344---operon_1417	ST4-74---operon_873
14028S---operon_1449	D23580---operon_1952	LT2---operon_1490	SL1344---operon_2325	ST4-74---operon_2210
14028S---operon_861	D23580---operon_1645	LT2---operon_1541	SL1344---operon_1316	ST4-74---operon_908
14028S---operon_2734	D23580---operon_1324	LT2---operon_1756	SL1344---operon_1140	ST4-74---operon_2328
14028S---operon_2706	D23580---operon_1271	LT2---operon_2759	SL1344---operon_2852	ST4-74---operon_2403
14028S---operon_2206	D23580---operon_2307	LT2---operon_2694	SL1344---operon_1322	ST4-74---operon_2528
14028S---operon_1304	D23580---operon_1140	LT2---operon_2210	SL1344---operon_863	ST4-74---operon_1922
14028S---operon_2820	D23580---operon_2512	LT2---operon_2746	SL1344---operon_1682	ST4-74---operon_1776
14028S---operon_1447	D23580---operon_2044	LT2---operon_1209	SL1344---operon_2530	ST4-74---operon_1895
14028S---operon_1470	D23580---operon_2377	LT2---operon_1169	SL1344---operon_1600	ST4-74---operon_2694
14028S---operon_873	D23580---operon_2481	LT2---operon_2536	SL1344---operon_817	ST4-74---operon_1484
14028S---operon_2049	D23580---operon_2361	LT2---operon_916	SL1344---operon_867	ST4-74---operon_1918
14028S---operon_403	D23580---operon_423	LT2---operon_409	SL1344---operon_402	ST4-74---operon_424
14028S---operon_2063	D23580---operon_1977	LT2---operon_1583	SL1344---operon_2791	ST4-74---operon_1787
14028S---operon_1858	D23580---operon_2779	LT2---operon_1738	SL1344---operon_2262	ST4-74---operon_1884
14028S---operon_2658	D23580---operon_1412	LT2---operon_1579	SL1344---operon_1659	ST4-74---operon_2425
14028S---operon_2916	D23580---operon_2356	LT2---operon_2570	SL1344---operon_2746	ST4-74---operon_1089
14028S---operon_966	D23580---operon_2708	LT2---operon_1036	SL1344---operon_2553	ST4-74---operon_910
14028S---operon_2903	D23580---operon_1214	LT2---operon_2511	SL1344---operon_2882	ST4-74---operon_1213
14028S---operon_2235	D23580---operon_1681	LT2---operon_2035	SL1344---operon_2439	ST4-74---operon_1692
14028S---operon_2641	D23580---operon_877	LT2---operon_1094	SL1344---operon_821	ST4-74---operon_2033
14028S---operon_1697	D23580---operon_942	LT2---operon_1377	SL1344---operon_1862	ST4-74---operon_1367
14028S---operon_505	D23580---operon_526	LT2---operon_516	SL1344---operon_499	ST4-74---operon_527
14028S---operon_282	D23580---operon_289	LT2---operon_279	SL1344---operon_284	ST4-74---operon_297
14028S---operon_72	D23580---operon_87	LT2---operon_74	SL1344---operon_72	ST4-74---operon_81
14028S---operon_1609	D23580---operon_1804	LT2---operon_1739	SL1344---operon_1779	ST4-74---operon_2060
14028S---operon_2135	D23580---operon_1462	LT2---operon_2640	SL1344---operon_2444	ST4-74---operon_975
14028S---operon_1493	D23580---operon_2687	LT2---operon_843	SL1344---operon_2655	ST4-74---operon_1385
14028S---operon_1555	D23580---operon_939	LT2---operon_2693	SL1344---operon_1308	ST4-74---operon_2566
14028S---operon_871	D23580---operon_1909	LT2---operon_2090	SL1344---operon_1180	ST4-74---operon_1757
14028S---operon_2113	D23580---operon_1872	LT2---operon_2687	SL1344---operon_2196	ST4-74---operon_2336
14028S---operon_1090	D23580---operon_1042	LT2---operon_1598	SL1344---operon_1141	ST4-74---operon_2414
14028S---operon_1338	D23580---operon_1744	LT2---operon_1173	SL1344---operon_1300	ST4-74---operon_1404
14028S---operon_2095	D23580---operon_2023	LT2---operon_907	SL1344---operon_1852	ST4-74---operon_1429
14028S---operon_2194	D23580---operon_2072	LT2---operon_969	SL1344---operon_2985	ST4-74---operon_1882
14028S---operon_1649	D23580---operon_1451	LT2---operon_866	SL1344---operon_1209	ST4-74---operon_1128
14028S---operon_2864	D23580---operon_1596	LT2---operon_1420	SL1344---operon_1869	ST4-74---operon_2471
14028S---operon_1879	D23580---operon_1637	LT2---operon_2004	SL1344---operon_2814	ST4-74---operon_2377
14028S---operon_524	D23580---operon_553	LT2---operon_537	SL1344---operon_520	ST4-74---operon_554
14028S---operon_1258	D23580---operon_1857	LT2---operon_1448	SL1344---operon_2581	ST4-74---operon_2591
14028S---operon_1610	D23580---operon_936	LT2---operon_1225	SL1344---operon_1763	ST4-74---operon_1728
14028S---operon_597	D23580---operon_623	LT2---operon_618	SL1344---operon_601	ST4-74---operon_630
14028S---operon_1772	D23580---operon_1434	LT2---operon_1401	SL1344---operon_2311	ST4-74---operon_1798
14028S---operon_1518	D23580---operon_2257	LT2---operon_1235	SL1344---operon_1570	ST4-74---operon_2436
14028S---operon_369	D23580---operon_381	LT2---operon_371	SL1344---operon_371	ST4-74---operon_388
14028S---operon_1009	D23580---operon_1618	LT2---operon_1633	SL1344---operon_1845	ST4-74---operon_921
14028S---operon_1490	D23580---operon_883	LT2---operon_1925	SL1344---operon_952	ST4-74---operon_1093
14028S---operon_2660	D23580---operon_1842	LT2---operon_1609	SL1344---operon_1770	ST4-74---operon_1105
14028S---operon_1046	D23580---operon_1455	LT2---operon_1751	SL1344---operon_1222	ST4-74---operon_2626
14028S---operon_180	D23580---operon_190	LT2---operon_178	SL1344---operon_178	ST4-74---operon_185
14028S---operon_375	D23580---operon_389	LT2---operon_379	SL1344---operon_376	ST4-74---operon_394
14028S---operon_1865	D23580---operon_2118	LT2---operon_2298	SL1344---operon_1611	ST4-74---operon_2194
14028S---operon_2848	D23580---operon_1128	LT2---operon_1774	SL1344---operon_2022	ST4-74---operon_1467
14028S---operon_1727	D23580---operon_1277	LT2---operon_1789	SL1344---operon_1291	ST4-74---operon_2314
14028S---operon_2549	D23580---operon_1161	LT2---operon_2073	SL1344---operon_1011	ST4-74---operon_1575
14028S---operon_1293	D23580---operon_1072	LT2---operon_1806	SL1344---operon_2905	ST4-74---operon_2446
14028S---operon_854	D23580---operon_2281	LT2---operon_2369	SL1344---operon_1057	ST4-74---operon_1712
14028S---operon_2275	D23580---operon_2274	LT2---operon_2720	SL1344---operon_1262	ST4-74---operon_1670
14028S---operon_2417	D23580---operon_1817	LT2---operon_1701	SL1344---operon_1709	ST4-74---operon_2632
14028S---operon_1762	D23580---operon_1774	LT2---operon_2235	SL1344---operon_947	ST4-74---operon_878
14028S---operon_1699	D23580---operon_2632	LT2---operon_2572	SL1344---operon_2651	ST4-74---operon_1605
14028S---operon_2393	D23580---operon_2024	LT2---operon_2613	SL1344---operon_2105	ST4-74---operon_864
14028S---operon_2245	D23580---operon_2605	LT2---operon_1747	SL1344---operon_2607	ST4-74---operon_1380
14028S---operon_1642	D23580---operon_887	LT2---operon_2086	SL1344---operon_2195	ST4-74---operon_1711
14028S---operon_808	D23580---operon_2392	LT2---operon_1596	SL1344---operon_2919	ST4-74---operon_2197
14028S---operon_1218	D23580---operon_2231	LT2---operon_1211	SL1344---operon_1177	ST4-74---operon_1612
14028S---operon_1951	D23580---operon_1000	LT2---operon_1983	SL1344---operon_2917	ST4-74---operon_2165
14028S---operon_2741	D23580---operon_1419	LT2---operon_2626	SL1344---operon_1062	ST4-74---operon_2229
14028S---operon_1162	D23580---operon_963	LT2---operon_1138	SL1344---operon_1652	ST4-74---operon_2615
14028S---operon_2312	D23580---operon_1913	LT2---operon_1757	SL1344---operon_812	ST4-74---operon_1006
14028S---operon_526	D23580---operon_555	LT2---operon_539	SL1344---operon_522	ST4-74---operon_556
14028S---operon_298	D23580---operon_306	LT2---operon_292	SL1344---operon_302	ST4-74---operon_314
14028S---operon_1423	D23580---operon_2602	LT2---operon_2179	SL1344---operon_2703	ST4-74---operon_930
14028S---operon_907	D23580---operon_2342	LT2---operon_1389	SL1344---operon_2513	ST4-74---operon_1016
14028S---operon_2661	D23580---operon_1626	LT2---operon_1716	SL1344---operon_1448	ST4-74---operon_1108
14028S---operon_1922	D23580---operon_1364	LT2---operon_1191	SL1344---operon_1924	ST4-74---operon_1569
14028S---operon_1502	D23580---operon_1264	LT2---operon_1375	SL1344---operon_1748	ST4-74---operon_2529
14028S---operon_2527	D23580---operon_2550	LT2---operon_1672	SL1344---operon_2772	ST4-74---operon_915
14028S---operon_2465	D23580---operon_2613	LT2---operon_1101	SL1344---operon_1356	ST4-74---operon_1723
14028S---operon_1401	D23580---operon_2668	LT2---operon_1567	SL1344---operon_1224	ST4-74---operon_1114
14028S---operon_1801	D23580---operon_2180	LT2---operon_1801	SL1344---operon_1710	ST4-74---operon_1047
14028S---operon_18	D23580---operon_28	LT2---operon_25	SL1344---operon_21	ST4-74---operon_23
14028S---operon_1863	D23580---operon_1041	LT2---operon_1998	SL1344---operon_1568	ST4-74---operon_1722
14028S---operon_1790	D23580---operon_1742	LT2---operon_1106	SL1344---operon_1871	ST4-74---operon_1186
14028S---operon_875	D23580---operon_1517	LT2---operon_1468	SL1344---operon_2131	ST4-74---operon_2688
14028S---operon_2450	D23580---operon_2733	LT2---operon_2155	SL1344---operon_2163	ST4-74---operon_2609
14028S---operon_836	D23580---operon_2315	LT2---operon_2662	SL1344---operon_2139	ST4-74---operon_2434
14028S---operon_2532	D23580---operon_2674	LT2---operon_1558	SL1344---operon_1919	ST4-74---operon_2484
14028S---operon_1145	D23580---operon_1407	LT2---operon_1650	SL1344---operon_2738	ST4-74---operon_872
14028S---operon_918	D23580---operon_1702	LT2---operon_2685	SL1344---operon_1528	ST4-74---operon_2017
14028S---operon_2547	D23580---operon_1255	LT2---operon_1486	SL1344---operon_2001	ST4-74---operon_1053
14028S---operon_2114	D23580---operon_2321	LT2---operon_923	SL1344---operon_2479	ST4-74---operon_2114
14028S---operon_2134	D23580---operon_2048	LT2---operon_1366	SL1344---operon_1740	ST4-74---operon_956
14028S---operon_936	D23580---operon_1762	LT2---operon_2327	SL1344---operon_2051	ST4-74---operon_1771
14028S---operon_498	D23580---operon_518	LT2---operon_508	SL1344---operon_493	ST4-74---operon_520
14028S---operon_1867	D23580---operon_1084	LT2---operon_1021	SL1344---operon_1732	ST4-74---operon_2723
14028S---operon_448	D23580---operon_469	LT2---operon_459	SL1344---operon_447	ST4-74---operon_474
14028S---operon_2782	D23580---operon_1561	LT2---operon_1086	SL1344---operon_1406	ST4-74---operon_905
14028S---operon_1706	D23580---operon_1465	LT2---operon_1027	SL1344---operon_2142	ST4-74---operon_938
14028S---operon_2111	D23580---operon_1733	LT2---operon_2422	SL1344---operon_2887	ST4-74---operon_2438
14028S---operon_2883	D23580---operon_2226	LT2---operon_2290	SL1344---operon_2208	ST4-74---operon_2232
14028S---operon_1668	D23580---operon_1785	LT2---operon_920	SL1344---operon_1571	ST4-74---operon_2064
14028S---operon_1840	D23580---operon_1670	LT2---operon_1024	SL1344---operon_1909	ST4-74---operon_1024
14028S---operon_1995	D23580---operon_926	LT2---operon_2554	SL1344---operon_2803	ST4-74---operon_1674
14028S---operon_2139	D23580---operon_1981	LT2---operon_1904	SL1344---operon_1517	ST4-74---operon_1018
14028S---operon_1765	D23580---operon_2142	LT2---operon_2706	SL1344---operon_1128	ST4-74---operon_1520
14028S---operon_2151	D23580---operon_1220	LT2---operon_1586	SL1344---operon_2800	ST4-74---operon_1629
14028S---operon_2189	D23580---operon_2153	LT2---operon_2279	SL1344---operon_1488	ST4-74---operon_2586
14028S---operon_477	D23580---operon_498	LT2---operon_488	SL1344---operon_473	ST4-74---operon_500
14028S---operon_1196	D23580---operon_2009	LT2---operon_2518	SL1344---operon_1601	ST4-74---operon_1740
14028S---operon_593	D23580---operon_619	LT2---operon_614	SL1344---operon_598	ST4-74---operon_627
14028S---operon_979	D23580---operon_1704	LT2---operon_2190	SL1344---operon_2840	ST4-74---operon_2461
14028S---operon_405	D23580---operon_425	LT2---operon_412	SL1344---operon_404	ST4-74---operon_427
14028S---operon_414	D23580---operon_435	LT2---operon_421	SL1344---operon_413	ST4-74---operon_436
14028S---operon_1670	D23580---operon_1727	LT2---operon_2728	SL1344---operon_2542	ST4-74---operon_2092
14028S---operon_2292	D23580---operon_1984	LT2---operon_879	SL1344---operon_1499	ST4-74---operon_2301
14028S---operon_2257	D23580---operon_1864	LT2---operon_2449	SL1344---operon_1427	ST4-74---operon_1843
14028S---operon_96	D23580---operon_111	LT2---operon_104	SL1344---operon_98	ST4-74---operon_103
14028S---operon_1877	D23580---operon_1334	LT2---operon_1514	SL1344---operon_2954	ST4-74---operon_1061
14028S---operon_2126	D23580---operon_2552	LT2---operon_1179	SL1344---operon_1351	ST4-74---operon_1442
14028S---operon_2696	D23580---operon_2404	LT2---operon_1893	SL1344---operon_2694	ST4-74---operon_2329
14028S---operon_412	D23580---operon_433	LT2---operon_419	SL1344---operon_411	ST4-74---operon_434
14028S---operon_2229	D23580---operon_2477	LT2---operon_1218	SL1344---operon_1951	ST4-74---operon_1120
14028S---operon_2000	D23580---operon_2581	LT2---operon_971	SL1344---operon_1232	ST4-74---operon_2356
14028S---operon_1043	D23580---operon_2457	LT2---operon_1201	SL1344---operon_1423	ST4-74---operon_2691
14028S---operon_2922	D23580---operon_2655	LT2---operon_1530	SL1344---operon_1119	ST4-74---operon_2629
14028S---operon_1021	D23580---operon_1959	LT2---operon_1092	SL1344---operon_2537	ST4-74---operon_2068
14028S---operon_2769	D23580---operon_1941	LT2---operon_2017	SL1344---operon_1355	ST4-74---operon_2334
14028S---operon_2442	D23580---operon_2244	LT2---operon_1162	SL1344---operon_2043	ST4-74---operon_970
14028S---operon_1359	D23580---operon_1062	LT2---operon_1139	SL1344---operon_1554	ST4-74---operon_1008
14028S---operon_2555	D23580---operon_914	LT2---operon_1841	SL1344---operon_2375	ST4-74---operon_1908
