14028S	D23580	LT2	SL1344	ST4-74
STM14_RS03540	D5R57_RS03425	STM0587	SL1344_RS02965	STM474_RS02965
STM14_RS03545	D5R57_RS03430	STM0588	SL1344_RS02970	STM474_RS02970
STM14_RS03550	D5R57_RS03435	STM0589	SL1344_RS02975	STM474_RS02975
STM14_RS03570	D5R57_RS03455	STM0593	SL1344_RS02995	STM474_RS02995
STM14_RS03580	D5R57_RS03465	STM0595	SL1344_RS03005	STM474_RS03005
STM14_RS03585	D5R57_RS03470	STM0596	SL1344_RS03010	STM474_RS03010
STM14_RS03590	D5R57_RS03475	STM0597	SL1344_RS03015	STM474_RS03015
STM14_RS03595	D5R57_RS03480	STM0598	SL1344_RS03020	STM474_RS03020
STM14_RS03600	D5R57_RS03485	STM0599	SL1344_RS03025	STM474_RS03025
STM14_RS03605	D5R57_RS03490	STM0600	SL1344_RS03030	STM474_RS03030
STM14_RS03620	D5R57_RS03505	STM0603	SL1344_RS03045	STM474_RS03045
STM14_RS03645	D5R57_RS03535	STM0608	SL1344_RS03070	STM474_RS03070
STM14_RS03650	D5R57_RS03540	STM0609	SL1344_RS03075	STM474_RS03075
STM14_RS03655	D5R57_RS03545	STM0610	SL1344_RS03080	STM474_RS03080
STM14_RS03660	D5R57_RS03550	STM0611	SL1344_RS03085	STM474_RS03085
STM14_RS03670	D5R57_RS03560	STM0613	SL1344_RS03095	STM474_RS03095
STM14_RS03680	D5R57_RS03575	STM0615	SL1344_RS03105	STM474_RS03105
STM14_RS03730	D5R57_RS03635	STM0625	SL1344_RS03155	STM474_RS03155
STM14_RS03735	D5R57_RS03640	STM0626	SL1344_RS03160	STM474_RS03160
STM14_RS03745	D5R57_RS03655	STM0628	SL1344_RS03170	STM474_RS03170
STM14_RS03760	D5R57_RS03670	STM0631	SL1344_RS03185	STM474_RS03185
STM14_RS03765	D5R57_RS03675	STM0632	SL1344_RS03190	STM474_RS03190
STM14_RS03830	D5R57_RS03735	STM0644	SL1344_RS03255	STM474_RS03255
STM14_RS03855	D5R57_RS03760	STM0649	SL1344_RS03280	STM474_RS03280
STM14_RS03860	D5R57_RS03765	STM0650	SL1344_RS03285	STM474_RS03285
STM14_RS03865	D5R57_RS03770	STM0651	SL1344_RS03290	STM474_RS03290
STM14_RS03870	D5R57_RS03775	STM0652	SL1344_RS03295	STM474_RS03295
STM14_RS03875	D5R57_RS03780	STM0653	SL1344_RS03300	STM474_RS03300
STM14_RS03885	D5R57_RS03790	STM0655	SL1344_RS03310	STM474_RS03310
STM14_RS03890	D5R57_RS03795	STM0656	SL1344_RS03315	STM474_RS03315
STM14_RS03900	D5R57_RS03805	STM0658	SL1344_RS03325	STM474_RS03325
STM14_RS03965	D5R57_RS03870	STM0671	SL1344_RS03390	STM474_RS03390
STM14_RS04035	D5R57_RS03940	STM0685	SL1344_RS03460	STM474_RS03460
STM14_RS04040	D5R57_RS03945	STM0686	SL1344_RS03465	STM474_RS03465
STM14_RS04045	D5R57_RS03955	STM0687	SL1344_RS03470	STM474_RS03470
STM14_RS04050	D5R57_RS03960	STM0688	SL1344_RS03475	STM474_RS03475
STM14_RS04095	D5R57_RS04005	STM0697	SL1344_RS03520	STM474_RS03520
STM14_RS04100	D5R57_RS04010	STM0698	SL1344_RS03525	STM474_RS03525
STM14_RS04155	D5R57_RS04065	STM0708	SL1344_RS03580	STM474_RS03580
STM14_RS04160	D5R57_RS04070	STM0709	SL1344_RS03585	STM474_RS03585
STM14_RS04170	D5R57_RS04085	STM0711	SL1344_RS03595	STM474_RS03595
STM14_RS04175	D5R57_RS04090	STM0712	SL1344_RS03600	STM474_RS03600
STM14_RS04180	D5R57_RS04095	STM0713	SL1344_RS03605	STM474_RS03605
STM14_RS04185	D5R57_RS04100	STM0714	SL1344_RS03610	STM474_RS03610
STM14_RS04190	D5R57_RS04105	STM0715	SL1344_RS03615	STM474_RS03615
STM14_RS04195	D5R57_RS04110	STM0716	SL1344_RS03620	STM474_RS03620
STM14_RS04200	D5R57_RS04115	STM0717	SL1344_RS03625	STM474_RS03625
STM14_RS04205	D5R57_RS04120	STM0718	SL1344_RS03630	STM474_RS03630
STM14_RS04215	D5R57_RS04130	STM0720	SL1344_RS03640	STM474_RS03640
STM14_RS04220	D5R57_RS04135	STM0721	SL1344_RS03645	STM474_RS03645
STM14_RS04225	D5R57_RS04140	STM0722	SL1344_RS03650	STM474_RS03650
STM14_RS04230	D5R57_RS04145	STM0723	SL1344_RS03655	STM474_RS03655
STM14_RS04235	D5R57_RS04150	STM0724	SL1344_RS03660	STM474_RS03660
STM14_RS04240	D5R57_RS04155	STM0725	SL1344_RS03665	STM474_RS03665
STM14_RS04250	D5R57_RS04165	STM0727	SL1344_RS03675	STM474_RS03675
STM14_RS04255	D5R57_RS04170	STM0728	SL1344_RS03680	STM474_RS03680
STM14_RS04275	D5R57_RS04195	STM0732	SL1344_RS03700	STM474_RS03700
STM14_RS04280	D5R57_RS04200	STM0733	SL1344_RS03705	STM474_RS03705
STM14_RS04285	D5R57_RS04205	STM0734	SL1344_RS03710	STM474_RS03710
STM14_RS04290	D5R57_RS04210	STM0735	SL1344_RS03715	STM474_RS03715
STM14_RS04295	D5R57_RS04215	STM0736	SL1344_RS03720	STM474_RS03720
STM14_RS04300	D5R57_RS04220	STM0737	SL1344_RS03725	STM474_RS03725
STM14_RS04305	D5R57_RS04225	STM0738	SL1344_RS03730	STM474_RS03730
STM14_RS04310	D5R57_RS04230	STM0739	SL1344_RS03735	STM474_RS03735
STM14_RS04320	D5R57_RS04235	STM0740	SL1344_RS03745	STM474_RS03745
STM14_RS04325	D5R57_RS04240	STM0741	SL1344_RS03750	STM474_RS03750
STM14_RS04330	D5R57_RS04245	STM0742	SL1344_RS03755	STM474_RS03755
STM14_RS04340	D5R57_RS04255	STM0743	SL1344_RS03765	STM474_RS03765
STM14_RS04345	D5R57_RS04260	STM0744	SL1344_RS03770	STM474_RS03770
STM14_RS04350	D5R57_RS04265	STM0745	SL1344_RS03775	STM474_RS03775
STM14_RS04355	D5R57_RS04270	STM0746	SL1344_RS03780	STM474_RS03780
STM14_RS04360	D5R57_RS04275	STM0747	SL1344_RS03785	STM474_RS03785
STM14_RS04365	D5R57_RS04280	STM0748	SL1344_RS03790	STM474_RS03790
STM14_RS04370	D5R57_RS04285	STM0749	SL1344_RS03795	STM474_RS03795
STM14_RS04375	D5R57_RS04290	STM0750	SL1344_RS03800	STM474_RS03800
STM14_RS04405	D5R57_RS04330	STM0756	SL1344_RS03830	STM474_RS03830
STM14_RS04410	D5R57_RS04335	STM0757	SL1344_RS03835	STM474_RS03835
STM14_RS04425	D5R57_RS04350	STM0760	SL1344_RS03850	STM474_RS03850
STM14_RS04440	D5R57_RS04365	STM0763	SL1344_RS03865	STM474_RS03865
STM14_RS04450	D5R57_RS04375	STM0765	SL1344_RS03875	STM474_RS03875
STM14_RS04460	D5R57_RS04385	STM3352	SL1344_RS03885	STM474_RS03885
STM14_RS04465	D5R57_RS04390	STM0768	SL1344_RS03890	STM474_RS03890
STM14_RS04470	D5R57_RS04395	STM0769	SL1344_RS03895	STM474_RS03895
STM14_RS04475	D5R57_RS04400	STM0770	SL1344_RS03900	STM474_RS03900
STM14_RS04480	D5R57_RS04405	STM0771	SL1344_RS03905	STM474_RS03905
STM14_RS04525	D5R57_RS04455	STM0780	SL1344_RS03950	STM474_RS03950
STM14_RS04530	D5R57_RS04460	STM0781	SL1344_RS03955	STM474_RS03955
STM14_RS04535	D5R57_RS04465	STM0782	SL1344_RS03960	STM474_RS03960
STM14_RS04540	D5R57_RS04470	STM0783	SL1344_RS03965	STM474_RS03965
STM14_RS04550	D5R57_RS04480	STM0785	SL1344_RS03975	STM474_RS03975
STM14_RS04560	D5R57_RS04490	STM0787	SL1344_RS03985	STM474_RS03985
STM14_RS04565	D5R57_RS04495	STM0788	SL1344_RS03990	STM474_RS03990
STM14_RS04570	D5R57_RS04500	STM0789	SL1344_RS03995	STM474_RS03995
STM14_RS04580	D5R57_RS04510	STM0791	SL1344_RS04005	STM474_RS04005
STM14_RS04595	D5R57_RS04525	STM0794	SL1344_RS04020	STM474_RS04020
STM14_RS04600	D5R57_RS04530	STM0795	SL1344_RS04025	STM474_RS04025
STM14_RS04605	D5R57_RS04535	STM0796	SL1344_RS04030	STM474_RS04030
STM14_RS04610	D5R57_RS04540	STM0797	SL1344_RS04035	STM474_RS04035
STM14_RS04615	D5R57_RS04550	STM0798	SL1344_RS04040	STM474_RS04040
STM14_RS04620	D5R57_RS04555	STM0799	SL1344_RS04045	STM474_RS04045
STM14_RS04625	D5R57_RS04560	STM0800	SL1344_RS04050	STM474_RS04050
STM14_RS04635	D5R57_RS04570	STM0802	SL1344_RS04060	STM474_RS04060
STM14_RS04640	D5R57_RS04575	STM0803	SL1344_RS04065	STM474_RS04065
STM14_RS04645	D5R57_RS04580	STM0804	SL1344_RS04070	STM474_RS04070
STM14_RS04650	D5R57_RS04585	STM0805	SL1344_RS04075	STM474_RS04075
STM14_RS04655	D5R57_RS04590	STM0806	SL1344_RS04080	STM474_RS04080
STM14_RS04660	D5R57_RS04595	STM0807	SL1344_RS04085	STM474_RS04085
STM14_RS04675	D5R57_RS04605	STM0808	SL1344_RS04090	STM474_RS04090
STM14_RS04680	D5R57_RS04610	STM0809	SL1344_RS04095	STM474_RS04095
STM14_RS04685	D5R57_RS04615	STM0810	SL1344_RS04100	STM474_RS04100
STM14_RS04705	D5R57_RS04635	STM0814	SL1344_RS04120	STM474_RS04120
STM14_RS04735	D5R57_RS04665	STM0820	SL1344_RS04150	STM474_RS04150
STM14_RS04740	D5R57_RS04670	STM0821	SL1344_RS04155	STM474_RS04155
STM14_RS04745	D5R57_RS04675	STM0822	SL1344_RS04160	STM474_RS04160
STM14_RS04765	D5R57_RS04690	STM0826	SL1344_RS04180	STM474_RS04180
STM14_RS04800	D5R57_RS04725	STM0833	SL1344_RS04215	STM474_RS04215
STM14_RS04810	D5R57_RS04740	STM0835	SL1344_RS04225	STM474_RS04225
STM14_RS04815	D5R57_RS04745	STM0836	SL1344_RS04230	STM474_RS04230
STM14_RS04825	D5R57_RS04755	STM0838	SL1344_RS04240	STM474_RS04240
STM14_RS04830	D5R57_RS04765	STM0839	SL1344_RS04245	STM474_RS04245
STM14_RS04845	D5R57_RS04790	STM0842	SL1344_RS04260	STM474_RS04260
STM14_RS04870	D5R57_RS04815	STM0847	SL1344_RS04285	STM474_RS04285
STM14_RS04875	D5R57_RS04820	STM0848	SL1344_RS04290	STM474_RS04290
STM14_RS04880	D5R57_RS04825	STM0849	SL1344_RS04295	STM474_RS04295
STM14_RS04885	D5R57_RS04830	STM0850	SL1344_RS04300	STM474_RS04300
STM14_RS04890	D5R57_RS04835	STM0851	SL1344_RS04305	STM474_RS04305
STM14_RS04900	D5R57_RS04845	STM0853	SL1344_RS04315	STM474_RS04315
STM14_RS04905	D5R57_RS04850	STM0854	SL1344_RS04320	STM474_RS04320
STM14_RS04910	D5R57_RS04855	STM0855	SL1344_RS04325	STM474_RS04325
STM14_RS04915	D5R57_RS04860	STM0856	SL1344_RS04330	STM474_RS04330
STM14_RS04925	D5R57_RS04870	STM0857	SL1344_RS04340	STM474_RS04340
STM14_RS04930	D5R57_RS04880	STM0858	SL1344_RS04345	STM474_RS04345
STM14_RS04955	D5R57_RS04905	STM0863	SL1344_RS04370	STM474_RS04370
STM14_RS04970	D5R57_RS04920	STM0866	SL1344_RS04385	STM474_RS04385
STM14_RS04985	D5R57_RS04935	STM0869	SL1344_RS04400	STM474_RS04400
STM14_RS04995	D5R57_RS04955	STM0871	SL1344_RS04410	STM474_RS04410
STM14_RS05005	D5R57_RS04965	STM0873	SL1344_RS04420	STM474_RS04420
STM14_RS05015	D5R57_RS04975	STM0875	SL1344_RS04430	STM474_RS04430
STM14_RS05020	D5R57_RS04980	STM0876	SL1344_RS04435	STM474_RS04435
STM14_RS05025	D5R57_RS04985	STM0877	SL1344_RS04440	STM474_RS04440
STM14_RS05030	D5R57_RS04990	STM0878	SL1344_RS04445	STM474_RS04445
STM14_RS05035	D5R57_RS04995	STM0879	SL1344_RS04450	STM474_RS04450
STM14_RS05040	D5R57_RS05000	STM0880	SL1344_RS04455	STM474_RS04455
STM14_RS05045	D5R57_RS05005	STM0881	SL1344_RS04460	STM474_RS04460
STM14_RS05050	D5R57_RS05010	STM0882	SL1344_RS04465	STM474_RS04465
STM14_RS05055	D5R57_RS05015	STM0884	SL1344_RS04470	STM474_RS04470
STM14_RS05060	D5R57_RS05020	STM0885	SL1344_RS04475	STM474_RS04475
STM14_RS05065	D5R57_RS05025	STM0886	SL1344_RS04480	STM474_RS04480
STM14_RS05100	D5R57_RS05065	STM0930	SL1344_RS04515	STM474_RS04515
STM14_RS05105	D5R57_RS05070	STM0931	SL1344_RS04520	STM474_RS04520
STM14_RS05145	D5R57_RS05115	STM0939	SL1344_RS04560	STM474_RS04560
STM14_RS05155	D5R57_RS05125	STM0941	SL1344_RS04570	STM474_RS04570
STM14_RS05170	D5R57_RS05145	STM0944	SL1344_RS04585	STM474_RS04585
STM14_RS05175	D5R57_RS05150	STM0945	SL1344_RS04590	STM474_RS04590
STM14_RS00910	D5R57_RS05160	STM0946	SL1344_RS04595	STM474_RS04595
STM14_RS05210	D5R57_RS05190	STM0952	SL1344_RS04625	STM474_RS04625
STM14_RS05245	D5R57_RS05230	STM0959	SL1344_RS04660	STM474_RS04660
STM14_RS05250	D5R57_RS05235	STM0960	SL1344_RS04665	STM474_RS04665
STM14_RS05255	D5R57_RS05240	STM0961	SL1344_RS04670	STM474_RS04670
STM14_RS05260	D5R57_RS05245	STM0962	SL1344_RS04675	STM474_RS04675
STM14_RS05265	D5R57_RS05255	STM0963	SL1344_RS04680	STM474_RS04680
STM14_RS05270	D5R57_RS05260	STM0964	SL1344_RS04685	STM474_RS04685
STM14_RS05275	D5R57_RS05265	STM0965	SL1344_RS04690	STM474_RS04690
STM14_RS05280	D5R57_RS05270	STM0966	SL1344_RS04695	STM474_RS04695
STM14_RS05290	D5R57_RS05275	STM0968	SL1344_RS04705	STM474_RS04705
STM14_RS05295	D5R57_RS05280	STM0969	SL1344_RS04710	STM474_RS04710
STM14_RS05310	D5R57_RS05295	STM0972	SL1344_RS04725	STM474_RS04725
STM14_RS05330	D5R57_RS05315	STM0976	SL1344_RS04745	STM474_RS04745
STM14_RS05335	D5R57_RS05320	STM0977	SL1344_RS04750	STM474_RS04750
STM14_RS05340	D5R57_RS05325	STM0978	SL1344_RS04755	STM474_RS04755
STM14_RS05345	D5R57_RS05330	STM0979	SL1344_RS04760	STM474_RS04760
STM14_RS05350	D5R57_RS05335	STM0980	SL1344_RS04765	STM474_RS04765
STM14_RS05355	D5R57_RS05340	STM0981	SL1344_RS04770	STM474_RS04770
STM14_RS05360	D5R57_RS05345	STM0982	SL1344_RS04775	STM474_RS04775
STM14_RS05365	D5R57_RS05350	STM0983	SL1344_RS04780	STM474_RS04780
STM14_RS05370	D5R57_RS05355	STM0984	SL1344_RS04785	STM474_RS04785
STM14_RS05375	D5R57_RS05360	STM0985	SL1344_RS04790	STM474_RS04790
STM14_RS05380	D5R57_RS05365	STM0986	SL1344_RS04795	STM474_RS04795
STM14_RS05385	D5R57_RS05370	STM0987	SL1344_RS04800	STM474_RS04800
STM14_RS05390	D5R57_RS05375	STM0988	SL1344_RS04805	STM474_RS04805
STM14_RS05395	D5R57_RS05380	STM0989	SL1344_RS04810	STM474_RS04810
STM14_RS05405	D5R57_RS05390	STM0991	SL1344_RS04820	STM474_RS04820
STM14_RS05410	D5R57_RS05395	STM0992	SL1344_RS04825	STM474_RS04825
STM14_RS05415	D5R57_RS05400	STM0993	SL1344_RS04830	STM474_RS04830
STM14_RS05420	D5R57_RS05405	STM0994	SL1344_RS04835	STM474_RS04835
STM14_RS05425	D5R57_RS05410	STM0995	SL1344_RS04840	STM474_RS04840
STM14_RS05430	D5R57_RS05420	STM0996	SL1344_RS04845	STM474_RS04845
STM14_RS05435	D5R57_RS05425	STM0997	SL1344_RS04850	STM474_RS04850
STM14_RS05465	D5R57_RS05455	STM1002	SL1344_RS04880	STM474_RS04880
STM14_RS05470	D5R57_RS05460	STM1003	SL1344_RS04885	STM474_RS04885
STM14_RS05525	D5R57_RS05520	STM1013	SL1344_RS04940	STM474_RS04940
STM14_RS05535	D5R57_RS05530	STM1015	SL1344_RS04950	STM474_RS04950
STM14_RS05540	D5R57_RS05535	STM1016	SL1344_RS04955	STM474_RS04955
STM14_RS05545	D5R57_RS05540	STM1017	SL1344_RS04960	STM474_RS04960
STM14_RS05550	D5R57_RS05545	STM2622	SL1344_RS04965	STM474_RS04965
STM14_RS05555	D5R57_RS05550	STM1019	SL1344_RS04970	STM474_RS04970
STM14_RS05565	D5R57_RS05560	STM1020	SL1344_RS04980	STM474_RS04980
STM14_RS05575	D5R57_RS05570	STM1021	SL1344_RS04990	STM474_RS04990
STM14_RS05585	D5R57_RS05580	STM1022	SL1344_RS05000	STM474_RS05000
STM14_RS05595	D5R57_RS05590	STM1024	SL1344_RS05010	STM474_RS05010
STM14_RS05610	D5R57_RS05605	STM2613	SL1344_RS05025	STM474_RS05025
STM14_RS05615	D5R57_RS05610	STM1028	SL1344_RS05030	STM474_RS05030
STM14_RS05625	D5R57_RS05620	STM1030	SL1344_RS05040	STM474_RS05040
STM14_RS05630	D5R57_RS05625	STM1031	SL1344_RS05045	STM474_RS05045
STM14_RS05650	D5R57_RS05645	STM1034	SL1344_RS05065	STM474_RS05065
STM14_RS05655	D5R57_RS05650	STM1035	SL1344_RS05070	STM474_RS05070
STM14_RS05660	D5R57_RS05655	STM1036	SL1344_RS05075	STM474_RS05075
STM14_RS05665	D5R57_RS05660	STM1037	SL1344_RS05080	STM474_RS05080
STM14_RS05670	D5R57_RS05665	STM1038	SL1344_RS05085	STM474_RS05085
STM14_RS05675	D5R57_RS05670	STM1039	SL1344_RS05090	STM474_RS05090
STM14_RS05680	D5R57_RS05675	STM1040	SL1344_RS05095	STM474_RS05095
STM14_RS05690	D5R57_RS05685	STM1042	SL1344_RS05105	STM474_RS05105
STM14_RS05695	D5R57_RS05690	STM1043	SL1344_RS05110	STM474_RS05110
STM14_RS05705	D5R57_RS05700	STM1045	SL1344_RS05120	STM474_RS05120
STM14_RS05710	D5R57_RS05705	STM1046	SL1344_RS05125	STM474_RS05125
STM14_RS05715	D5R57_RS05710	STM1047	SL1344_RS05130	STM474_RS05130
STM14_RS06990	D5R57_RS05730	STM1050	SL1344_RS05150	STM474_RS05150
STM14_RS05775	D5R57_RS05785	STM1057	SL1344_RS05190	STM474_RS05190
STM14_RS05780	D5R57_RS05790	STM1058	SL1344_RS05195	STM474_RS05195
STM14_RS05785	D5R57_RS05795	STM1059	SL1344_RS05200	STM474_RS05200
STM14_RS05795	D5R57_RS05805	STM1061	SL1344_RS05210	STM474_RS05210
STM14_RS05800	D5R57_RS05810	STM1062	SL1344_RS05215	STM474_RS05215
STM14_RS05805	D5R57_RS05815	STM1063	SL1344_RS05220	STM474_RS05220
STM14_RS05810	D5R57_RS05820	STM1064	SL1344_RS05225	STM474_RS05225
STM14_RS05815	D5R57_RS05825	STM1065	SL1344_RS05230	STM474_RS05230
STM14_RS05820	D5R57_RS05830	STM1066	SL1344_RS05235	STM474_RS05235
STM14_RS05835	D5R57_RS05845	STM1069	SL1344_RS05250	STM474_RS05250
STM14_RS05850	D5R57_RS05860	STM1072	SL1344_RS05265	STM474_RS05265
STM14_RS05865	D5R57_RS05875	STM1075	SL1344_RS05280	STM474_RS05280
STM14_RS05880	D5R57_RS05890	STM1078	SL1344_RS05295	STM474_RS05295
STM14_RS05895	D5R57_RS05905	STM1081	SL1344_RS05310	STM474_RS05310
STM14_RS05900	D5R57_RS05910	STM1082	SL1344_RS05315	STM474_RS05315
STM14_RS05905	D5R57_RS05915	STM1083	SL1344_RS05320	STM474_RS05320
STM14_RS05935	D5R57_RS05950	STM1089	SL1344_RS05350	STM474_RS05350
STM14_RS05975	D5R57_RS05980	STM1097	SL1344_RS05390	STM474_RS05390
STM14_RS05995	D5R57_RS06010	STM1101	SL1344_RS05410	STM474_RS05410
STM14_RS06000	D5R57_RS06015	STM1102	SL1344_RS05415	STM474_RS05415
STM14_RS06005	D5R57_RS06020	STM1103	SL1344_RS05420	STM474_RS05420
STM14_RS06010	D5R57_RS06025	STM1104	SL1344_RS05425	STM474_RS05425
STM14_RS06015	D5R57_RS06030	STM1105	SL1344_RS05430	STM474_RS05430
STM14_RS06020	D5R57_RS06035	STM1106	SL1344_RS05435	STM474_RS05435
STM14_RS06025	D5R57_RS06040	STM1107	SL1344_RS05440	STM474_RS05440
STM14_RS06030	D5R57_RS06045	STM1108	SL1344_RS05445	STM474_RS05445
STM14_RS06035	D5R57_RS06050	STM1109	SL1344_RS05450	STM474_RS05450
STM14_RS06055	D5R57_RS06080	STM1113	SL1344_RS05470	STM474_RS05470
STM14_RS06060	D5R57_RS06085	STM1114	SL1344_RS05475	STM474_RS05475
STM14_RS06065	D5R57_RS06090	STM1115	SL1344_RS05480	STM474_RS05480
STM14_RS06070	D5R57_RS06095	STM1116	SL1344_RS05485	STM474_RS05485
STM14_RS06075	D5R57_RS06100	STM1117	SL1344_RS05490	STM474_RS05490
STM14_RS06095	D5R57_RS06120	STM1122	SL1344_RS05510	STM474_RS05510
STM14_RS06110	D5R57_RS06140	STM1125	SL1344_RS05525	STM474_RS05525
STM14_RS06120	D5R57_RS06150	STM1126	SL1344_RS05535	STM474_RS05535
STM14_RS06140	D5R57_RS06175	STM1130	SL1344_RS05555	STM474_RS05555
STM14_RS06145	D5R57_RS06180	STM1131	SL1344_RS05560	STM474_RS05560
STM14_RS06150	D5R57_RS06185	STM1132	SL1344_RS05565	STM474_RS05565
STM14_RS06155	D5R57_RS06190	STM1133	SL1344_RS05570	STM474_RS05570
STM14_RS06175	D5R57_RS06215	STM1135	SL1344_RS05590	STM474_RS05590
STM14_RS06180	D5R57_RS06220	STM1136	SL1344_RS05595	STM474_RS05595
STM14_RS06185	D5R57_RS06225	STM1137	SL1344_RS05600	STM474_RS05600
STM14_RS06190	D5R57_RS06230	STM1138	SL1344_RS05605	STM474_RS05605
STM14_RS06215	D5R57_RS06260	STM1143	SL1344_RS05630	STM474_RS05630
STM14_RS06220	D5R57_RS06265	STM1144	SL1344_RS05635	STM474_RS05635
STM14_RS06225	D5R57_RS06270	STM1145	SL1344_RS05640	STM474_RS05640
STM14_RS06230	D5R57_RS06275	STM1146	SL1344_RS05645	STM474_RS05645
STM14_RS06235	D5R57_RS06280	STM1147	SL1344_RS05650	STM474_RS05650
STM14_RS06240	D5R57_RS06285	STM1148	SL1344_RS05655	STM474_RS05655
STM14_RS06250	D5R57_RS06295	STM1150	SL1344_RS05665	STM474_RS05665
STM14_RS06255	D5R57_RS06300	STM1151	SL1344_RS05670	STM474_RS05670
STM14_RS06260	D5R57_RS06305	STM1152	SL1344_RS05675	STM474_RS05675
STM14_RS06280	D5R57_RS06330	STM1156	SL1344_RS05695	STM474_RS05695
STM14_RS06335	D5R57_RS06390	STM1167	SL1344_RS05750	STM474_RS05750
STM14_RS06340	D5R57_RS06395	STM1168	SL1344_RS05755	STM474_RS05755
STM14_RS06345	D5R57_RS06400	STM1169	SL1344_RS05760	STM474_RS05760
STM14_RS06350	D5R57_RS06405	STM1170	SL1344_RS05765	STM474_RS05765
STM14_RS06370	D5R57_RS06430	STM1174	SL1344_RS05785	STM474_RS05785
STM14_RS06375	D5R57_RS06435	STM1175	SL1344_RS05790	STM474_RS05790
STM14_RS06380	D5R57_RS06440	STM1176	SL1344_RS05795	STM474_RS05795
STM14_RS06385	D5R57_RS06445	STM1177	SL1344_RS05800	STM474_RS05800
STM14_RS06390	D5R57_RS06450	STM1178	SL1344_RS05805	STM474_RS05805
STM14_RS06395	D5R57_RS06455	STM1179	SL1344_RS05810	STM474_RS05810
STM14_RS06400	D5R57_RS06460	STM1180	SL1344_RS05815	STM474_RS05815
STM14_RS06405	D5R57_RS06465	STM1181	SL1344_RS05820	STM474_RS05820
STM14_RS06410	D5R57_RS06470	STM1182	SL1344_RS05825	STM474_RS05825
STM14_RS06415	D5R57_RS06475	STM1183	SL1344_RS05830	STM474_RS05830
STM14_RS06420	D5R57_RS06480	STM1184	SL1344_RS05835	STM474_RS05835
STM14_RS06435	D5R57_RS06495	STM1187	SL1344_RS05850	STM474_RS05850
STM14_RS06440	D5R57_RS06500	STM1188	SL1344_RS05855	STM474_RS05855
STM14_RS06455	D5R57_RS06515	STM1190	SL1344_RS05870	STM474_RS05870
STM14_RS06460	D5R57_RS06520	STM1191	SL1344_RS05875	STM474_RS05875
STM14_RS06465	D5R57_RS06525	STM1192	SL1344_RS05880	STM474_RS05880
STM14_RS06470	D5R57_RS06530	STM1193	SL1344_RS05885	STM474_RS05885
STM14_RS06475	D5R57_RS06535	STM1194	SL1344_RS05890	STM474_RS05890
STM14_RS06480	D5R57_RS06540	STM1195	SL1344_RS05895	STM474_RS05895
STM14_RS06485	D5R57_RS06545	STM1196	SL1344_RS05900	STM474_RS05900
STM14_RS06490	D5R57_RS06550	STM1197	SL1344_RS05905	STM474_RS05905
STM14_RS06495	D5R57_RS06555	STM1198	SL1344_RS05910	STM474_RS05910
STM14_RS06500	D5R57_RS06560	STM1199	SL1344_RS05915	STM474_RS05915
STM14_RS06505	D5R57_RS06565	STM1200	SL1344_RS05920	STM474_RS05920
STM14_RS06510	D5R57_RS06570	STM1201	SL1344_RS05925	STM474_RS05925
STM14_RS06515	D5R57_RS06575	STM1202	SL1344_RS05930	STM474_RS05930
STM14_RS06520	D5R57_RS06580	STM1203	SL1344_RS05935	STM474_RS05935
STM14_RS06530	D5R57_RS06590	STM1205	SL1344_RS05945	STM474_RS05945
STM14_RS06535	D5R57_RS06595	STM1206	SL1344_RS05950	STM474_RS05950
STM14_RS06540	D5R57_RS06600	STM1207	SL1344_RS05955	STM474_RS05955
STM14_RS06545	D5R57_RS06605	STM1208	SL1344_RS05960	STM474_RS05960
STM14_RS06550	D5R57_RS06610	STM1209	SL1344_RS05965	STM474_RS05965
STM14_RS06555	D5R57_RS06615	STM1210	SL1344_RS05970	STM474_RS05970
STM14_RS06560	D5R57_RS06620	STM1211	SL1344_RS05975	STM474_RS05975
STM14_RS06565	D5R57_RS06625	STM1212	SL1344_RS05980	STM474_RS05980
STM14_RS06575	D5R57_RS06635	STM1214	SL1344_RS05990	STM474_RS05990
STM14_RS06590	D5R57_RS06650	STM1217	SL1344_RS06005	STM474_RS06005
STM14_RS06595	D5R57_RS06655	STM1218	SL1344_RS06010	STM474_RS06010
STM14_RS06600	D5R57_RS06660	STM1219	SL1344_RS06015	STM474_RS06015
STM14_RS06605	D5R57_RS06665	STM1220	SL1344_RS06020	STM474_RS06020
STM14_RS06610	D5R57_RS06670	STM1221	SL1344_RS06025	STM474_RS06025
STM14_RS06640	D5R57_RS06700	STM1227	SL1344_RS06055	STM474_RS06055
STM14_RS06650	D5R57_RS06715	STM1228	SL1344_RS06065	STM474_RS06065
STM14_RS06700	D5R57_RS06765	STM1238	SL1344_RS06115	STM474_RS06115
STM14_RS07020	D5R57_RS06770	STM1239	SL1344_RS06120	STM474_RS06120
STM14_RS07065	D5R57_RS06815	STM1246	SL1344_RS06165	STM474_RS06165
STM14_RS25970	D5R57_RS06835	STM1250	SL1344_RS26610	STM474_RS26590
STM14_RS07105	D5R57_RS06840	STM1251	SL1344_RS06205	STM474_RS06205
STM14_RS07115	D5R57_RS06845	STM1252	SL1344_RS06215	STM474_RS06215
STM14_RS07130	D5R57_RS06860	STM1255	SL1344_RS06230	STM474_RS06230
STM14_RS07135	D5R57_RS06865	STM1256	SL1344_RS06235	STM474_RS06235
